info @storybook/react v6.1.15
info 
info => Cleaning outputDir /tmp/chromatic--52269-gRr0kOkvSQM6
info => Copying static files from: public
info => Using prebuilt manager
info => Building preview..
info => Loading preview config..
info => Loading presets
info => Loading 1 config file in "./.storybook"
info => Loading 7 other files in "./.storybook"
info => Adding stories defined in ".storybook/main.js"
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack setup
info => Compiling preview..
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/core/dist/server/common/polyfills.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/core/dist/server/preview/globals.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/storybook-init-framework-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/common/config.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/config.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-links/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preset/addArgs.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addDecorator.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/preset/addParameter.js-generated-other-entry.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/preview.js-generated-config-entry.js /home/tatu/Gitrepot/Storybook/taskbox/.storybook/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 17% building 59/91 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/internal-state.js
<s> [webpack.Progress] 17% building 59/92 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/set-species.js
<s> [webpack.Progress] 17% building 59/93 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/well-known-symbol.js
<s> [webpack.Progress] 17% building 59/94 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/export.js
<s> [webpack.Progress] 17% building 59/95 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/object-assign.js
<s> [webpack.Progress] 17% building 59/96 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/an-object.js
<s> [webpack.Progress] 17% building 59/97 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/regexp-exec.js
<s> [webpack.Progress] 17% building 59/98 modules 39 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 60/98 modules 38 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 61/98 modules 37 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 62/98 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 63/98 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 17% building 63/99 modules 36 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 17% building 64/99 modules 35 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 17% building 65/99 modules 34 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 17% building 66/99 modules 33 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 67/99 modules 32 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 68/99 modules 31 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 69/99 modules 30 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 70/99 modules 29 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 71/99 modules 28 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 72/99 modules 27 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 73/99 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 18% building 74/99 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 75/99 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 76/99 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 77/99 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 78/99 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 79/99 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 80/99 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 81/99 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 82/99 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 19% building 83/99 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 84/99 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 85/99 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 86/99 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 87/99 modules 12 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 88/99 modules 11 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 89/99 modules 10 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 90/99 modules 9 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 20% building 91/99 modules 8 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 21% building 92/99 modules 7 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 21% building 93/99 modules 6 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 21% building 94/99 modules 5 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/home/tatu/Gitrepot/Storybook/taskbox/node_modules/postcss-loader/src/index.js??postcss!/home/tatu/Gitrepot/Storybook/taskbox/src/index.css
<s> [webpack.Progress] 21% building 94/100 modules 6 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/util-deprecate/browser.js
<s> [webpack.Progress] 21% building 94/101 modules 7 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 95/101 modules 6 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 96/101 modules 5 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 97/101 modules 4 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 21% building 97/102 modules 5 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/airbnb-js-shims/target/es5.js
<s> [webpack.Progress] 21% building 97/103 modules 6 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/indexed-object.js
<s> [webpack.Progress] 21% building 97/104 modules 7 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/array-for-each.js
<s> [webpack.Progress] 21% building 97/105 modules 8 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/to-indexed-object.js
<s> [webpack.Progress] 21% building 97/106 modules 9 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/array-method-is-strict.js
<s> [webpack.Progress] 21% building 97/107 modules 10 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/array-iteration.js
<s> [webpack.Progress] 21% building 97/108 modules 11 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/array-method-has-species-support.js
<s> [webpack.Progress] 21% building 97/109 modules 12 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/is-object.js
<s> [webpack.Progress] 21% building 97/110 modules 13 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/array-method-uses-to-length.js
<s> [webpack.Progress] 21% building 97/111 modules 14 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/is-array.js
<s> [webpack.Progress] 21% building 97/112 modules 15 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/to-absolute-index.js
<s> [webpack.Progress] 21% building 97/113 modules 16 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/to-length.js
<s> [webpack.Progress] 21% building 97/114 modules 17 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/create-property.js
<s> [webpack.Progress] 21% building 97/115 modules 18 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/fix-regexp-well-known-symbol-logic.js
<s> [webpack.Progress] 21% building 97/116 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/object-define-properties.js
<s> [webpack.Progress] 21% building 97/117 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/to-integer.js
<s> [webpack.Progress] 21% building 97/118 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/core-js/internals/to-string-tag-support.js
<s> [webpack.Progress] 21% building 97/119 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/ts-dedent/dist/index.js
<s> [webpack.Progress] 21% building 97/120 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addons/dist/public_api.js
<s> [webpack.Progress] 21% building 98/120 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addons/dist/public_api.js
<s> [webpack.Progress] 21% building 98/121 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-links/dist/constants.js
<s> [webpack.Progress] 21% building 99/121 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-links/dist/constants.js
<s> [webpack.Progress] 22% building 100/121 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-links/dist/constants.js
<s> [webpack.Progress] 22% building 100/122 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/react-element-to-jsx-string/dist/cjs/index.js
<s> [webpack.Progress] 22% building 100/123 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/typeScript/handleProp.js
<s> [webpack.Progress] 22% building 100/124 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/models/index.js
<s> [webpack.Progress] 22% building 100/125 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-actions/dist/preview/index.js
<s> [webpack.Progress] 22% building 100/126 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withBackground.js
<s> [webpack.Progress] 22% building 100/127 modules 27 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 101/127 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-docs/dist/frameworks/react/lib/index.js
<s> [webpack.Progress] 22% building 101/128 modules 27 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 102/128 modules 26 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 103/128 modules 25 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 104/128 modules 24 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 105/128 modules 23 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 106/128 modules 22 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 107/128 modules 21 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 22% building 108/128 modules 20 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
<s> [webpack.Progress] 23% building 109/128 modules 19 active /home/tatu/Gitrepot/Storybook/taskbox/node_modules/@storybook/addon-backgrounds/dist/decorators/withGrid.js
